timestamp,message
1772393039385,Expanding app.war into /target/tomcat.8080/webapps/expanded
1772393039385,Adding Context  for /target/tomcat.8080/webapps/expanded
1772393039660,"Mar 01, 2026 7:23:59 PM org.apache.coyote.AbstractProtocol init"
1772393039660,"INFO: Initializing ProtocolHandler [""http-nio-8080""]"
1772393039672,"Mar 01, 2026 7:23:59 PM org.apache.tomcat.util.net.NioSelectorPool getSharedSelector"
1772393039672,INFO: Using a shared selector for servlet write/read
1772393039681,"Mar 01, 2026 7:23:59 PM org.apache.catalina.core.StandardService startInternal"
1772393039681,INFO: Starting service [Tomcat]
1772393039682,"Mar 01, 2026 7:23:59 PM org.apache.catalina.core.StandardEngine startInternal"
1772393039682,INFO: Starting Servlet engine: [Apache Tomcat/8.5.68]
1772393039708,"Mar 01, 2026 7:23:59 PM org.apache.catalina.startup.SetContextPropertiesRule begin"
1772393039708,WARNING: [SetContextPropertiesRule]{Context} Setting property 'antiJARLocking' to 'true' did not find a matching property.
1772393040078,"Mar 01, 2026 7:24:00 PM org.apache.catalina.startup.ContextConfig getDefaultWebXmlFragment"
1772393040078,INFO: No global web.xml found
1772393051986,"Mar 01, 2026 7:24:11 PM org.apache.jasper.servlet.TldScanner scanJars"
1772393051986,INFO: At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
1772393052086,"Mar 01, 2026 7:24:12 PM org.apache.catalina.core.ApplicationContext log"
1772393052086,INFO: No Spring WebApplicationInitializer types detected on classpath
1772393052135,"Mar 01, 2026 7:24:12 PM org.apache.catalina.core.ApplicationContext log"
1772393052135,INFO: Initializing Spring root WebApplicationContext
1772393052137,log4j:WARN No appenders could be found for logger (org.springframework.web.context.ContextLoader).
1772393052137,log4j:WARN Please initialize the log4j system properly.
1772393052137,log4j:WARN See http://logging.apache.org/log4j/1.2/faq.html#noconfig for more info.
1772393052803,"Mar 01, 2026 7:24:12 PM org.apache.catalina.core.ApplicationContext log"
1772393052803,INFO: Initializing Spring FrameworkServlet 'SpringDispatcher'
1772393066909,"Mar 01, 2026 7:24:26 PM org.apache.catalina.core.ApplicationContext log"
1772393066909,SEVERE: Servlet.init() for servlet [SpringDispatcher] threw exception
1772393066909,org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cacheNameResolver' defined in URL [jar:file:/target/tomcat.8080/webapps/expanded/WEB-INF/lib/core-4.3.0.jar!/org/mskcc/cbio/oncokb/cache/CacheNameResolver.class]: Instantiation of bean failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.mskcc.cbio.oncokb.cache.CacheNameResolver]: Constructor threw exception; nested exception is java.lang.NullPointerException
1772393066909,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateBean(AbstractAutowireCapableBeanFactory.java:1158)
1772393066909,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1102)
1772393066909,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:511)
1772393066909,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:481)
1772393066909,	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:312)
1772393066909,	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:230)
1772393066909,	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:308)
1772393066909,	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:197)
1772393066909,	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:756)
1772393066909,	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:867)
1772393066909,	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:542)
1772393066909,	at org.springframework.web.servlet.FrameworkServlet.configureAndRefreshWebApplicationContext(FrameworkServlet.java:668)
1772393066909,	at org.springframework.web.servlet.FrameworkServlet.createWebApplicationContext(FrameworkServlet.java:634)
1772393066909,	at org.springframework.web.servlet.FrameworkServlet.createWebApplicationContext(FrameworkServlet.java:682)
1772393066909,	at org.springframework.web.servlet.FrameworkServlet.initWebApplicationContext(FrameworkServlet.java:553)
1772393066909,	at org.springframework.web.servlet.FrameworkServlet.initServletBean(FrameworkServlet.java:494)
1772393066909,	at org.springframework.web.servlet.HttpServletBean.init(HttpServletBean.java:171)
1772393066909,	at javax.servlet.GenericServlet.init(GenericServlet.java:158)
1772393066909,	at org.apache.catalina.core.StandardWrapper.initServlet(StandardWrapper.java:1152)
1772393066909,	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1097)
1772393066909,	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:990)
1772393066909,	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:4952)
1772393066909,	at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5266)
1772393066909,	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
1772393066909,	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1429)
1772393066909,	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1419)
1772393066909,	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
1772393066909,	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
1772393066909,	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
1772393066909,	at java.lang.Thread.run(Thread.java:750)
1772393066909,Caused by: org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.mskcc.cbio.oncokb.cache.CacheNameResolver]: Constructor threw exception; nested exception is java.lang.NullPointerException
1772393066909,	at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:157)
1772393066909,	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:89)
1772393066909,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateBean(AbstractAutowireCapableBeanFactory.java:1150)
1772393066909,	... 29 more
1772393066909,Caused by: java.lang.NullPointerException
1772393066909,	at org.mskcc.cbio.oncokb.util.MainUtils.getDataVersion(MainUtils.java:363)
1772393066909,	at org.mskcc.cbio.oncokb.cache.CacheNameResolver.<init>(CacheNameResolver.java:38)
1772393066909,	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
1772393066909,	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
1772393066909,	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
1772393066909,	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
1772393066909,	at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:145)
1772393066909,	... 31 more
1772393066910,"Mar 01, 2026 7:24:26 PM org.apache.catalina.core.StandardContext loadOnStartup"
1772393066910,SEVERE: Servlet [SpringDispatcher] in web application [] threw load() exception
1772393066910,java.lang.NullPointerException
1772393066910,	at org.mskcc.cbio.oncokb.util.MainUtils.getDataVersion(MainUtils.java:363)
1772393066910,	at org.mskcc.cbio.oncokb.cache.CacheNameResolver.<init>(CacheNameResolver.java:38)
1772393066910,	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
1772393066910,	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
1772393066910,	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
1772393066910,	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
1772393066910,	at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:145)
1772393066910,	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:89)
1772393066910,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateBean(AbstractAutowireCapableBeanFactory.java:1150)
1772393066910,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1102)
1772393066910,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:511)
1772393066910,	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:481)
1772393066910,	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:312)
1772393066910,	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:230)
1772393066910,	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:308)
1772393066910,	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:197)
1772393066910,	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:756)
1772393066910,	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:867)
1772393066910,	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:542)
1772393066910,	at org.springframework.web.servlet.FrameworkServlet.configureAndRefreshWebApplicationContext(FrameworkServlet.java:668)
1772393066910,	at org.springframework.web.servlet.FrameworkServlet.createWebApplicationContext(FrameworkServlet.java:634)
1772393066910,	at org.springframework.web.servlet.FrameworkServlet.createWebApplicationContext(FrameworkServlet.java:682)
1772393066910,	at org.springframework.web.servlet.FrameworkServlet.initWebApplicationContext(FrameworkServlet.java:553)
1772393066910,	at org.springframework.web.servlet.FrameworkServlet.initServletBean(FrameworkServlet.java:494)
1772393066910,	at org.springframework.web.servlet.HttpServletBean.init(HttpServletBean.java:171)
1772393066910,	at javax.servlet.GenericServlet.init(GenericServlet.java:158)
1772393066910,	at org.apache.catalina.core.StandardWrapper.initServlet(StandardWrapper.java:1152)
1772393066910,	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1097)
1772393066910,	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:990)
1772393066910,	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:4952)
1772393066910,	at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5266)
1772393066910,	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
1772393066910,	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1429)
1772393066910,	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1419)
1772393066910,	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
1772393066910,	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
1772393066910,	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
1772393066910,	at java.lang.Thread.run(Thread.java:750)
1772393066926,"Mar 01, 2026 7:24:26 PM org.apache.coyote.AbstractProtocol start"
1772393066926,"INFO: Starting ProtocolHandler [""http-nio-8080""]"
1772393067025,"Mar 01, 2026 7:24:27 PM org.apache.catalina.core.ApplicationContext log"
1772393067025,INFO: Initializing Spring FrameworkServlet 'SpringDispatcher'
1772393075563,"Mar 01, 2026 7:24:35 PM org.apache.catalina.core.ApplicationContext log"
1772393075563,SEVERE: Servlet.init() for servlet [SpringDispatcher] threw exception
1772393075563,org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cacheNameResolver' defined in URL [jar:file:/target/tomcat.8080/webapps/expanded/WEB-INF/lib/core-4.3.0.jar!/org/mskcc/cbio/oncokb/cache/CacheNameResolver.class]: Instantiation of bean failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.mskcc.cbio.oncokb.cache.CacheNameResolver]: Constructor threw exception; nested exception is java.lang.NullPointerException
